party_size,private_hand_size,total_dealt,total,method,samples,seed,small_shared_hand_cards,small_shared_hand_exact_ability_probability,private_any_character_probability,private_any_ci95_low,private_any_ci95_high,private_all_characters_probability,private_all_ci95_low,private_all_ci95_high,private_mean_capable_characters,equal_budget_pool_cards,equal_budget_pool_ability_probability,pool_ci95_low,pool_ci95_high
3,4,12,22,monte_carlo,10000,20261219,4,0.27379813463847075,0.6181,0.6085336649860139,0.6275756312667377,0.0193,0.016782285553634074,0.02218690404249068,0.8213,12,0.9989,0.9980311766068111,0.9993856557428735
3,4,12,23,monte_carlo,10000,20261219,4,0.25470865269184595,0.5847,0.5750109096765964,0.5943240386096699,0.0154,0.013165896141235972,0.01800628875221536,0.7635,12,0.9987,0.9977768905034915,0.9992400954511841
3,4,12,24,monte_carlo,10000,20261219,4,0.22843106473358574,0.5479,0.5381285357359702,0.5576346758686599,0.0109,0.009044443879129442,0.013131197126621787,0.6962,12,0.9985,0.9975263931899461,0.9990907463697207
3,4,12,25,monte_carlo,10000,20261219,4,0.20983655000461723,0.5072,0.4974001324833931,0.5169943377369269,0.0083,0.006700942671085995,0.010276695199549622,0.6232,12,0.9986,0.9976512170202092,0.9991658457369621
3,4,12,26,monte_carlo,10000,20261219,4,0.18403915412318775,0.4552,0.44545848012281136,0.4649759273951964,0.0055,0.0042282129306685555,0.007151575409842552,0.5475,12,0.9983,0.9972789915054465,0.9989383016592113
3,4,12,27,monte_carlo,10000,20261219,4,0.1665490811709299,0.4212,0.411554541466771,0.430905978899725,0.0038,0.002769887157078455,0.005211206825857061,0.4956,12,0.9978,0.9966710158356369,0.9985466613414986
3,4,12,28,monte_carlo,10000,20261219,4,0.1419336965555453,0.3753,0.3658592624328614,0.3848365102790936,0.0014,0.0008341542630379929,0.0023487829797908017,0.4287,12,0.9987,0.9977768905034915,0.9992400954511841
3,4,12,29,monte_carlo,10000,20261219,4,0.12564779758057068,0.341,0.3317713524951657,0.350350763472764,0.0011,0.0006143442571264699,0.001968823393188985,0.3821,12,0.9983,0.9972789915054465,0.9989383016592113
3,4,12,30,monte_carlo,10000,20261219,4,0.13547326622956876,0.363,0.3536293216936941,0.37247589772521383,0.0012,0.0006865974508135608,0.0020964933970063406,0.41,12,0.9999,0.9994337165442557,0.999982347780473
3,4,12,31,monte_carlo,10000,20261219,4,0.05401791485825099,0.154,0.14705838348496217,0.16120735314965226,0.0001,0.00001765221952685649,0.0005662834557441313,0.1634,12,0.998,0.9969126251000202,0.9987048984721243
3,4,12,32,monte_carlo,10000,20261219,4,0.04493489703573737,0.1354,0.12883369076924647,0.14224633112954085,0.0001,0.00001765221952685649,0.0005662834557441313,0.1404,12,0.9983,0.9972789915054465,0.9989383016592113
3,4,12,33,monte_carlo,10000,20261219,4,0.03806076276664512,0.1099,0.10391895456785083,0.1161806519673026,0,0,0.00038401247776654115,0.1132,12,0.9974,0.996192960451946,0.9982250239351717
3,4,12,34,monte_carlo,10000,20261219,4,0.03074706805799243,0.0861,0.08075967263135737,0.09175821289773774,0,0,0.00038401247776654115,0.0883,12,0.9963,0.9949044615671903,0.9973143676473786
3,4,12,35,monte_carlo,10000,20261219,4,0.025354141656662665,0.075,0.069999146665119,0.08032726394098252,0,0,0.00038401247776654115,0.0771,12,0.9953,0.9937560806377167,0.9964635166018075
3,4,12,36,monte_carlo,10000,20261219,4,0.019447779111644657,0.0556,0.05127698224546296,0.06026432804477592,0,0,0.00038401247776654115,0.0563,12,0.9929,0.9910545326555612,0.9943669078438565
3,4,12,37,monte_carlo,10000,20261219,4,0.015602548711792409,0.0488,0.0447477099582466,0.05319882290168992,0,0,0.00038401247776654115,0.0496,12,0.9877,0.9853446924127197,0.9896807418164667
3,4,12,38,monte_carlo,10000,20261219,4,0.010933604210915136,0.0339,0.030528108212544418,0.03762986821922954,0,0,0.00038401247776654115,0.0341,12,0.9842,0.9815633254469682,0.9864647968695626
3,4,12,39,monte_carlo,10000,20261219,4,0.008274078862314157,0.0286,0.02550972106266818,0.03205232590137011,0,0,0.00038401247776654115,0.0286,12,0.9747,0.971435024886802,0.9776003936668063
3,4,12,40,monte_carlo,10000,20261219,4,0.0067226890756302525,0.0197,0.01715496634189458,0.022613916044247954,0,0,0.00038401247776654115,0.0198,12,0.9714,0.9679476740986299,0.9744902789373318
3,4,12,41,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.951,0.9465930659189132,0.9550605548261413
3,4,12,42,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.9221,0.9166833388392297,0.9271924778270397
3,4,12,43,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.8815,0.8750183163795315,0.8876886820999323
3,4,12,44,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.8195,0.8118395309516666,0.8269150850750406
3,4,12,45,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.7497,0.7411147598484626,0.7580934643201407
3,4,12,46,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.6619,0.6525673699526932,0.6711082868070061
3,4,12,47,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.5562,0.5464423666894915,0.5659144703080075
3,4,12,48,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.4462,0.43647940506528565,0.4559619146773219
3,4,12,49,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.3348,0.32561535559831856,0.3441115221243354
3,4,12,50,monte_carlo,10000,20261219,4,0,0,0,0.00038401247776654115,0,0,0.00038401247776654115,0,12,0.2806,0.2718794096346676,0.2894890950405763
3,5,15,2,monte_carlo,10000,20261220,5,0.04168436605411395,0.1225,0.1162184605246299,0.12907146889608379,0,0,0.00038401247776654115,0.1234,15,0.3219,0.31281268014523356,0.33112410509934687
3,5,15,3,monte_carlo,10000,20261220,5,0.1016514298026903,0.2864,0.2776226067087579,0.2953414434217439,0.0006,0.0002750097221404114,0.0013085419406528096,0.3084,15,0.5865,0.5768163453422923,0.5961172204990541
3,5,15,4,monte_carlo,10000,20261220,5,0.14771600948071537,0.3921,0.38257409437620604,0.40170877551649586,0.0011,0.0006143442571264699,0.001968823393188985,0.4399,15,0.7591,0.7506199783671001,0.7673810263669212
3,5,15,5,monte_carlo,10000,20261220,5,0.20955920829870409,0.5123,0.5025001225127723,0.5220904307802745,0.0059,0.004577025249490057,0.007602455881038837,0.6171,15,0.8604,0.8534686938865043,0.8670545099195216
3,5,15,6,monte_carlo,10000,20261220,5,0.25793086465355375,0.6015,0.5918668345906847,0.6110552108763289,0.0121,0.01013667808274634,0.01443804129305825,0.7637,15,0.9247,0.9193633857008598,0.9297104341005251
3,5,15,7,monte_carlo,10000,20261220,5,0.3213316095669037,0.7027,0.693664976606264,0.7115793447352493,0.0286,0.02550972106266818,0.03205232590137011,0.9662,15,0.9654,0.9616353291180876,0.9688072320676072
3,5,15,8,monte_carlo,10000,20261220,5,0.37344322344322345,0.7625,0.7540593873175393,0.7707390061316332,0.0431,0.03929194216121171,0.04725896844097134,1.1175,15,0.9826,0.9798456487903832,0.9849837023660765
3,5,15,9,monte_carlo,10000,20261220,5,0.4357712315695509,0.8211,0.813465060165911,0.8284883270208674,0.0744,0.06941838058271035,0.07970849083836451,1.2909,15,0.9929,0.9910545326555612,0.9943669078438565
3,5,15,10,monte_carlo,10000,20261220,5,0.4907563025210084,0.8675,0.8607135951050634,0.8740041557237782,0.1005,0.09475950362597002,0.10654732234376543,1.4353,15,0.997,0.9957205656925353,0.9978977259045646
3,5,15,11,monte_carlo,10000,20261220,5,0.6486840890202235,0.9625,0.9585951976713952,0.9660495907866707,0.259,0.25050721907694545,0.2676778749373379,1.9378,15,0.9989,0.9980311766068111,0.9993856557428735
3,5,15,12,monte_carlo,10000,20261220,5,0.654440237633515,0.9667,0.9630002832260631,0.9700412795271895,0.2688,0.2602006185135022,0.277576948856217,1.9746,15,0.9994,0.9986914580593471,0.9997249902778595
3,5,15,13,monte_carlo,10000,20261220,5,0.6679333271770247,0.9691,0.9655240127065501,0.9723157067868091,0.29,0.2811882485442485,0.2989730366964133,2.0009,15,0.9995,0.9988299568100467,0.9997864147246645
3,5,15,14,monte_carlo,10000,20261220,5,0.6722058053990827,0.9706,0.9671040612328606,0.9737345062230655,0.2843,0.27554296566719355,0.2932226973157149,2.0053,15,0.9998,0.9992709889064336,0.9999451522207908
3,5,15,15,monte_carlo,10000,20261220,5,0.6768399667559332,0.9728,0.969425635111278,0.9758112426897458,0.2968,0.2879251970936916,0.3058308655772727,2.0351,15,0.9997,0.9991182482825978,0.9998979696471224
3,5,15,16,monte_carlo,10000,20261220,5,0.6793686705451412,0.972,0.968580824467317,0.9750566677536713,0.2992,0.2903035130756,0.308250706335471,2.0302,15,0.9999,0.9994337165442557,0.999982347780473
