hand_size,cards_played,total,probability,average_ways,decision_density,probability_at_least_2_ways,probability_at_least_3_ways,method
8,5,2,0,0,,0,0,exact
8,5,3,0,0,,0,0,exact
8,5,4,0,0,,0,0,exact
8,5,5,0,0,,0,0,exact
8,5,6,0.00007817410984413215,0.00008618832148243914,1.1025174658756736,0.000007777678779474502,2.352040225468968e-7,exact
8,5,7,0.0005273327338952849,0.0006033182503770739,1.144094063572541,0.000035854660657403214,0.000028360024006756336,exact
8,5,8,0.0015948772829656544,0.0019823313940961,1.2429366292119852,0.00026519054216719775,0.000058769113565870384,exact
8,5,9,0.003968812743912053,0.005171299288946348,1.3029839457351182,0.0007251977856537904,0.0002902537233494408,exact
8,5,10,0.0077746875689956715,0.010428786899375134,1.3413769758367688,0.001579992987730921,0.0005929387101504422,exact
8,5,11,0.013963172498297927,0.019823313940961,1.4196855294437856,0.0035191146123289565,0.0012096609321401181,exact
8,5,12,0.022751876433108408,0.03344106873518638,1.469815856002238,0.006228530739604364,0.002241830530452177,exact
8,5,13,0.03516713272277293,0.053695324283559574,1.5268610240944802,0.010473527488274183,0.003974194530868634,exact
8,5,14,0.05125034524827744,0.08153415212238742,1.5908995681375986,0.016741827640233256,0.006538980116821984,exact
8,5,15,0.07263828152765411,0.1233354880413704,1.6979406099305274,0.027233178809605865,0.011103322801641353,exact
8,5,16,0.09927540816369243,0.17978883861236802,1.8110108226996082,0.040909516680317136,0.018884172184493238,exact
8,5,17,0.130682105618167,0.2583063994828701,1.9766011441352316,0.06165505629183052,0.031061752816119687,exact
8,5,18,0.1671477572266602,0.3559577677224736,2.129599425254496,0.08699720007550447,0.04786533679388879,exact
8,5,19,0.2075260596422919,0.47713854772678305,2.2991741304644644,0.11964356757195632,0.06909468310676342,exact
8,5,20,0.25078480738817027,0.623744882568412,2.4871717272847627,0.1564859283213748,0.09874159735290497,exact
8,5,21,0.2972695457366514,0.7909502262443439,2.6607173105617763,0.1994540981078501,0.13270335596939503,exact
8,5,22,0.3446613105262504,0.9822021116138763,2.8497602765862777,0.2471908925813263,0.1731059628006899,exact
8,5,23,0.3951450979594855,1.2004309416074121,3.037949724813474,0.30078832415340007,0.21769443715245532,exact
8,5,24,0.44688850525385326,1.4565826330532212,3.2593871087058175,0.3565269787319088,0.2760130699021704,exact
8,5,25,0.4982763093140195,1.7111829347123464,3.4342048833671104,0.41140490219665277,0.330689015566852,exact
8,5,26,0.5434397193019384,1.9912949795302737,3.6642426175402503,0.46602127081530687,0.3862972435350952,exact
8,5,27,0.5876126665472042,2.2367593191122603,3.8065199177127953,0.5154461405046376,0.4425026066784787,exact
8,5,28,0.6258209620336191,2.489118724412842,3.977365533305876,0.5616172907645944,0.49310624451398244,exact
8,5,29,0.657821392842343,2.6974358974358976,4.100559706306754,0.5976918273179904,0.5274075500358354,exact
8,5,30,0.6858091898729652,2.8884292178409825,4.211709700734713,0.6322438842469316,0.5666012905790889,exact
8,5,31,0.7059956827437918,3.021417797888386,4.279654779397382,0.6539328338370619,0.5842777924281978,exact
8,5,32,0.7364776018332094,3.166041801335919,4.298897608637573,0.674753092584077,0.592506721420037,exact
8,5,33,0.7412019045147412,3.216289592760181,4.339289434052196,0.6744852018465775,0.5860326230636945,exact
8,5,34,0.7477535218646391,3.184313725490196,4.258507158280736,0.6651761056897912,0.5678461616862879,exact
8,5,35,0.7327228606283948,3.095798319327731,4.225060368217153,0.6380427224852322,0.5318811252293322,exact
8,5,36,0.7167097428881181,2.9378151260504204,4.099030542283319,0.608899894311006,0.4914549195944418,exact
8,5,37,0.687263476276917,2.7469079939668175,3.996877600491044,0.5642899047709409,0.4458089214480356,exact
8,5,38,0.6517988689344189,2.517388493859082,3.862216726418362,0.51521735476135,0.3962003348268789,exact
8,5,39,0.6100424755874503,2.2662357250592544,3.71488185781973,0.45974003577094397,0.3439850431503041,exact
8,5,40,0.5610851237242922,1.9941391941391942,3.5540760391271404,0.4037150395631105,0.29045301291369746,exact
8,5,41,0.5273106260460018,1.7706528765352294,3.357893410592413,0.3439896661717416,0.24016955818120317,exact
8,5,42,0.4517489963797849,1.4120232708468003,3.125681035624734,0.2682463580085608,0.18900215756503508,exact
8,5,43,0.3791304746476973,1.1324283559577677,2.9869093404060014,0.21096273458030002,0.14562618253971576,exact
8,5,44,0.3080873561028102,0.8712777418659772,2.828021743207234,0.15867923373718662,0.10852544950711136,exact
8,5,45,0.24896006667568946,0.672613660848955,2.701692965583683,0.11788246482919172,0.0802550940440694,exact
8,5,46,0.1908155380561105,0.48472312001723766,2.5402706978438085,0.07946586096665,0.057069973130265884,exact
8,5,47,0.1445528416067677,0.36026718379659556,2.4922871096276564,0.058619018849742036,0.03815196345859675,exact
8,5,48,0.10009897305538597,0.22926093514328807,2.2903425294526776,0.031634351029246825,0.02452401383238843,exact
8,5,49,0.06963231299303564,0.1568627450980392,2.252729205099478,0.021649629324440228,0.014452226774150919,exact
8,5,50,0.048711510506145105,0.09411764705882353,1.9321438830551212,0.00726840227302762,0.00726840227302762,exact
