hand_size,cards_played,total,definition,method,samples,seed,exact_ability_probability,ability_successes,critical_successes,run_probability,match_probability,critical_probability,critical_probability_ci95_low,critical_probability_ci95_high,critical_available_given_ability,conditional_ci95_low,conditional_ci95_high,average_critical_ways
4,2,26,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,27,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,28,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,29,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,30,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,31,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,32,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,33,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,34,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,35,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,36,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,37,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,38,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,39,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,40,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,41,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,42,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,43,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,44,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,45,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,46,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,47,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,48,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,49,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,2,50,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,2,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,3,rank,monte_carlo,100000,20260919,0.0007129005448333179,73,73,0,0.00073,0.00073,0.0005806859731465246,0.0009176724659156804,1,0.950006246616416,0.9999999999999999,0.00073
4,3,4,rank,monte_carlo,100000,20260919,0.004092714008680395,402,0,0,0,0,0,0.000038414524267635735,0,0,0.009465762011582845,0
4,3,5,rank,monte_carlo,100000,20260919,0.00818542801736079,814,0,0,0,0,0,0.000038414524267635735,0,0,0.004697242106539945,0
4,3,6,rank,monte_carlo,100000,20260919,0.015325514821313141,1590,1200,0.01116,0.00084,0.012,0.011343621097211293,0.01269387147847392,0.7547169811320755,0.7329709427859756,0.7752351424360442,0.01315
4,3,7,rank,monte_carlo,100000,20260919,0.022798042293840613,2281,0,0,0,0,0,0.000038414524267635735,0,0,0.0016813419363512988,0
4,3,8,rank,monte_carlo,100000,20260919,0.03331794256164004,3234,0,0,0,0,0,0.000038414524267635735,0,0,0.0011864694060388873,0
4,3,9,rank,monte_carlo,100000,20260919,0.04455074337427278,4417,1096,0.01031,0.00065,0.01096,0.010333215410433399,0.011624357067462288,0.24813221643649536,0.23561663699616414,0.2610855293967689,0.01217
4,3,10,rank,monte_carlo,100000,20260919,0.05845045710591929,5749,0,0,0,0,0,0.000038414524267635735,0,0,0.0006677743395542126,0
4,3,11,rank,monte_carlo,100000,20260919,0.07306307138239912,7330,0,0,0,0,0,0.000038414524267635735,0,0,0.0005238182400885233,0
4,3,12,rank,monte_carlo,100000,20260919,0.10087358020131129,10048,1065,0.01007,0.00058,0.01065,0.010032314854331733,0.011305281440569,0.10599124203821655,0.1001221209900996,0.11216152661533021,0.01172
4,3,13,rank,monte_carlo,100000,20260919,0.13050881891218025,13148,0,0,0,0,0,0.000038414524267635735,0,0,0.00029209597536515347,0
4,3,14,rank,monte_carlo,100000,20260919,0.15117924092714008,15070,0,0,0,0,0,0.000038414524267635735,0,0,0.00025485208760585624,0
4,3,15,rank,monte_carlo,100000,20260919,0.1740548527103149,17458,1178,0.01106,0.00072,0.01178,0.011129767359456125,0.012467742118619765,0.06747622866307709,0.0638495378362335,0.07129322969408246,0.01285
4,3,16,rank,monte_carlo,100000,20260919,0.18758518792132237,18806,0,0,0,0,0,0.000038414524267635735,0,0,0.00020423351146136177,0
4,3,17,rank,monte_carlo,100000,20260919,0.20332071290054482,20256,0,0,0,0,0,0.000038414524267635735,0,0,0.0001896164874260419,0
4,3,18,rank,monte_carlo,100000,20260919,0.21009142118385815,21047,1099,0.01038,0.00061,0.01099,0.010362341901774211,0.011655228271250023,0.05221646790516463,0.04929183032464749,0.05530453887704751,0.01188
4,3,19,rank,monte_carlo,100000,20260919,0.21868685935912827,21784,0,0,0,0,0,0.000038414524267635735,0,0,0.00017631852069275187,0
4,3,20,rank,monte_carlo,100000,20260919,0.21831748083848923,22161,0,0,0,0,0,0.000038414524267635735,0,0,0.00017331953321967345,0
4,3,21,rank,monte_carlo,100000,20260919,0.2578446763320713,25632,1095,0.01015,0.0008,0.01095,0.010323506853968212,0.011614066392217962,0.04272003745318352,0.04031208736927216,0.04526503680830896,0.01196
4,3,22,rank,monte_carlo,100000,20260919,0.22444916428109704,22305,0,0,0,0,0,0.000038414524267635735,0,1.3552527156068805e-20,0.00017220078338805366,0
4,3,23,rank,monte_carlo,100000,20260919,0.19968602825745682,19902,0,0,0,0,0,0.000038414524267635735,0,0,0.00019298857477093555,0
4,3,24,rank,monte_carlo,100000,20260919,0.17005078954658787,17117,1165,0.01086,0.00079,0.01165,0.011003427169445626,0.012334092296406576,0.06806099199626103,0.06438410425355134,0.0719317179779913,0.01285
4,3,25,rank,monte_carlo,100000,20260919,0.14866746698679473,15020,0,0,0,0,0,0.000038414524267635735,0,0,0.00025570024646692226,0
4,3,26,rank,monte_carlo,100000,20260919,0.12241204173977283,12224,0,0,0,0,0,0.000038414524267635735,0,0,0.000314168282978085,0
4,3,27,rank,monte_carlo,100000,20260919,0.10478899252008496,10469,1131,0.01065,0.00066,0.01131,0.010673099970629499,0.011984445617099205,0.10803324099722991,0.10222994017149,0.11412410074134112,0.01239
4,3,28,rank,monte_carlo,100000,20260919,0.08191338073691015,8302,0,0,0,0,0,0.000038414524267635735,0,0,0.00046251785008758167,0
4,3,29,rank,monte_carlo,100000,20260919,0.06767014498106935,6720,1116,0.01116,0,0.01116,0.010527415089904272,0.011830142022181711,0.16607142857142856,0.15736489778056179,0.17515953289609187,0.01225
4,3,30,rank,monte_carlo,100000,20260919,0.08118939883645766,7988,2259,0.02005,0.00254,0.02259,0.02168718954627742,0.023529489409783798,0.2827991987981973,0.2730290761959846,0.29277813399697017,0.02552
4,3,31,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,32,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,33,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,34,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,35,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,36,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,37,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,38,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,39,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,40,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,41,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,42,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,43,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,44,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,45,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,46,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,47,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,48,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,49,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,3,50,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,2,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,3,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,4,rank,monte_carlo,100000,20260919,0.0000036937852063902484,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,5,rank,monte_carlo,100000,20260919,0.000059100563302243975,7,0,0,0,0,0,0.000038414524267635735,0,0,0.35433884297520657,0
4,4,6,rank,monte_carlo,100000,20260919,0.00019207683073229291,21,0,0,0,0,0,0.000038414524267635735,0,0,0.15464382326420195,0
4,4,7,rank,monte_carlo,100000,20260919,0.0004728045064179518,42,0,0,0,0,0,0.000038414524267635735,0,0,0.08380161250916197,0
4,4,8,rank,monte_carlo,100000,20260919,0.0009049773755656109,106,2,0,0.00002,0.00002,0.000005484623709886815,0.00007292836397677822,0.018867924528301886,0.005189500019088127,0.0662005744153702,0.00002
4,4,9,rank,monte_carlo,100000,20260919,0.0015366146458583433,149,0,0,0,0,0,0.000038414524267635735,0,0,0.025134518351024853,0
4,4,10,rank,monte_carlo,100000,20260919,0.002452673377043125,259,103,0.00103,0,0.00103,0.0008494338558647412,0.0012489015344829034,0.39768339768339767,0.3399914797367077,0.45836616228038546,0.00103
4,4,11,rank,monte_carlo,100000,20260919,0.0036051343614368824,372,0,0,0,0,0,0.000038414524267635735,0,0,0.010221327282557334,0
4,4,12,rank,monte_carlo,100000,20260919,0.005115892510850494,522,0,0,0,0,0,0.000038414524267635735,0,0,0.007305622073263127,0
4,4,13,rank,monte_carlo,100000,20260919,0.007151168159571521,695,0,0,0,0,0,0.000038414524267635735,0,0,0.0054970969100866345,0
4,4,14,rank,monte_carlo,100000,20260919,0.010268722873764891,949,87,0.00087,0,0.00087,0.0007054370831797136,0.0010729105998156967,0.0916754478398314,0.07492505630059434,0.11171834801760502,0.00087
4,4,15,rank,monte_carlo,100000,20260919,0.013652230122818357,1369,0,0,0,0,0,0.000038414524267635735,0,0,0.002798283501898544,0
4,4,16,rank,monte_carlo,100000,20260919,0.01813279157816973,1831,1,0,0.00001,0.00001,0.000001765202323777592,0.00005664855365337279,0.0005461496450027307,0.00009641284929374312,0.0030872952157512176,0.00001
4,4,17,rank,monte_carlo,100000,20260919,0.022399113491550465,2215,0,0,0,0,0,0.000038414524267635735,0,0,0.0017313538740214717,0
4,4,18,rank,monte_carlo,100000,20260919,0.027540862498845693,2667,99,0.00099,0,0.00099,0.0008133116600456716,0.0012050268034639142,0.03712035995500562,0.030585215997227418,0.04498706803489188,0.00099
4,4,19,rank,monte_carlo,100000,20260919,0.03244620925293194,3252,0,0,0,0,0,0.000038414524267635735,0,0,0.0011799099808786765,0
4,4,20,rank,monte_carlo,100000,20260919,0.03776895373534029,3799,1,0,0.00001,0.00001,0.000001765202323777592,0.00005664855365337279,0.00026322716504343247,0.000046466374167602065,0.0014896480934978402,0.00001
4,4,21,rank,monte_carlo,100000,20260919,0.0426115061409179,4321,0,0,0,0,0,0.000038414524267635735,0,0,0.0008882637458907164,0
4,4,22,rank,monte_carlo,100000,20260919,0.04934897035737372,4921,101,0.00101,0,0.00101,0.0008313632237822173,0.0012269737031463978,0.02052428368217842,0.016920713402298754,0.02487587960893637,0.00101
4,4,23,rank,monte_carlo,100000,20260919,0.05502262443438914,5665,0,0,0,0,0,0.000038414524267635735,0,0,0.0006776693143092938,0
4,4,24,rank,monte_carlo,100000,20260919,0.05838027518699788,5711,0,0,0,0,0,0.000038414524267635735,0,0,0.0006722146069630346,0
4,4,25,rank,monte_carlo,100000,20260919,0.06116908301782251,6220,0,0,0,0,0,0.000038414524267635735,0,5.421010862427522e-20,0.0006172393590479551,0
4,4,26,rank,monte_carlo,100000,20260919,0.0616271123834149,6261,88,0.00088,0,0.00088,0.0007143961464759013,0.0010839507682290233,0.014055262737581856,0.01142299824266702,0.01728348972344532,0.00088
4,4,27,rank,monte_carlo,100000,20260919,0.06176008865084495,6129,0,0,0,0,0,0.000038414524267635735,0,0,0.0006263980468694967,0
4,4,28,rank,monte_carlo,100000,20260919,0.060020315818635143,5909,0,0,0,0,0,0.000038414524267635735,0,0,0.0006497045346183466,0
4,4,29,rank,monte_carlo,100000,20260919,0.05797765259950134,5735,0,0,0,0,0,0.000038414524267635735,0,0,0.0006694033862164796,0
4,4,30,rank,monte_carlo,100000,20260919,0.05428386739311109,5483,95,0.00095,0,0.00095,0.0007772680656328421,0.0011610734710386854,0.017326281232901697,0.014195077515984419,0.021133370821215625,0.00095
4,4,31,rank,monte_carlo,100000,20260919,0.05401791485825099,5349,0,0,0,0,0,0.000038414524267635735,0,0,0.0007176748887917773,0
4,4,32,rank,monte_carlo,100000,20260919,0.04493489703573737,4516,0,0,0,0,0,0.000038414524267635735,0,0,0.0008499412899779497,0
4,4,33,rank,monte_carlo,100000,20260919,0.03806076276664512,3844,0,0,0,0,0,0.000038414524267635735,0,0,0.0009983778958052743,0
4,4,34,rank,monte_carlo,100000,20260919,0.03074706805799243,3161,101,0.00101,0,0.00101,0.0008313632237822173,0.0012269737031463978,0.03195191395128124,0.02636635479344517,0.03867374073613836,0.00101
4,4,35,rank,monte_carlo,100000,20260919,0.025354141656662665,2494,0,0,0,0,0,0.000038414524267635735,0,0,0.0015379678198969861,0
4,4,36,rank,monte_carlo,100000,20260919,0.019447779111644657,1935,0,0,0,0,0,0.000038414524267635735,0,0,0.0019813892996725464,0
4,4,37,rank,monte_carlo,100000,20260919,0.015602548711792409,1475,100,0.001,0,0.001,0.0008223350231228877,0.0012160026720962128,0.06779661016949153,0.056057142810644965,0.08178155472126108,0.001
4,4,38,rank,monte_carlo,100000,20260919,0.010933604210915136,1140,0,0,0,0,0,0.000038414524267635735,0,0,0.003358506982085631,0
4,4,39,rank,monte_carlo,100000,20260919,0.008274078862314157,829,97,0.00097,0,0.00097,0.0007952797392907495,0.0011830602607998072,0.11700844390832328,0.09687328064169778,0.1406768129175096,0.00097
4,4,40,rank,monte_carlo,100000,20260919,0.0067226890756302525,647,118,0.00117,0.00001,0.00118,0.0009855201067337223,0.0014128037592566417,0.18238021638330756,0.1545281566769313,0.21398178491254302,0.00118
4,4,41,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,42,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,43,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,44,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,45,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,46,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,47,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,48,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,49,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,4,50,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,2,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,3,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,4,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,5,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,6,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,7,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,8,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,9,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,10,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,11,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,12,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,13,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,14,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,15,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,16,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,17,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,18,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,19,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,20,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,21,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,22,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,23,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,24,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,25,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,26,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,27,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,28,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,29,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,30,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,31,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,32,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,33,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,34,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,35,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,36,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,37,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,38,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,39,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,40,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,41,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,42,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,43,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,44,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,45,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,46,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,47,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,48,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,49,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,5,50,rank,monte_carlo,100000,20260919,0,0,0,0,0,0,0,0.000038414524267635735,,,,0
4,any_2_to_5,2,rank,monte_carlo,100000,20260919,0.025712438821682518,2565,2565,0,0.02565,0.02565,0.024688226620240318,0.02664821723893239,1,0.9985045399451644,1,0.02711
4,any_2_to_5,3,rank,monte_carlo,100000,20260919,0.06461538461538462,6407,6407,0.06341,0.00073,0.06407,0.06256891577438578,0.06560457631274222,1,0.9994007651039138,0.9999999999999998,0.07261
4,any_2_to_5,4,rank,monte_carlo,100000,20260919,0.09292824822236587,9284,2502,0,0.02502,0.02502,0.02407004325380136,0.026006449007671927,0.26949590693666525,0.26056701362864093,0.27861548061200164,0.02676
4,any_2_to_5,5,rank,monte_carlo,100000,20260919,0.13380367531628035,13330,6449,0.06449,0,0.06449,0.0629842752841298,0.06602918453479782,0.4837959489872468,0.475318187033511,0.49228304800740924,0.07293
4,any_2_to_5,6,rank,monte_carlo,100000,20260919,0.16448425524055776,16598,3818,0.01116,0.02731,0.03818,0.037009892146970334,0.03938558904422423,0.23002771418243162,0.2236880288250865,0.23649234056236754,0.04092
4,any_2_to_5,7,rank,monte_carlo,100000,20260919,0.207354326345923,20598,6340,0.0634,0,0.0634,0.06190635705478777,0.06492718650780276,0.3077968734828624,0.30152954437870594,0.31413588234702905,0.07197
