hand_size,total,method,samples,seed,ability_probability,two_options_probability,two_disjoint_activations_probability,two_disjoint_ci95_low,two_disjoint_ci95_high
12,23,monte_carlo,5000,20261927,0.9978,0.9978,0.9594,0.9535674560672055,0.9645271534823855
12,24,monte_carlo,5000,20261927,0.9976,0.9968,0.9654,0.9599660822585451,0.970119314529395
12,25,monte_carlo,5000,20261927,0.9964,0.996,0.9582,0.952291837308575,0.9634046147933463
12,26,monte_carlo,5000,20261927,0.998,0.9974,0.9626,0.95697556252188,0.9675141335548304
12,27,monte_carlo,5000,20261927,0.9982,0.9978,0.9508,0.9444510991879493,0.9564567153200079
12,28,monte_carlo,5000,20261927,0.9984,0.9984,0.95,0.9436058408404854,0.955703202035692
12,29,monte_carlo,5000,20261927,0.9978,0.9976,0.9314,0.9240571628400265,0.9380804395972691
12,30,monte_carlo,5000,20261927,0.9992,0.9992,0.9516,0.9452967932215336,0.9572097929182036
12,31,monte_carlo,5000,20261927,0.9976,0.9974,0.8876,0.8785455962725959,0.8960592593247516
12,32,monte_carlo,5000,20261927,0.9982,0.9978,0.8566,0.8466112807835948,0.8660411740822826
12,33,monte_carlo,5000,20261927,0.996,0.9956,0.8008,0.7895001395296578,0.8116379940195736
12,34,monte_carlo,5000,20261927,0.995,0.9932,0.7552,0.7430889198139231,0.7669192307238556
12,35,monte_carlo,5000,20261927,0.9914,0.9892,0.6822,0.6691579536116323,0.6949622855262334
12,36,monte_carlo,5000,20261927,0.991,0.99,0.6064,0.5927814096982741,0.619855217328449
12,37,monte_carlo,5000,20261927,0.9878,0.9848,0.5064,0.4925422488282595,0.5202479242259793
12,38,monte_carlo,5000,20261927,0.9824,0.9772,0.4214,0.4077784880983069,0.4351421990793209
12,39,monte_carlo,5000,20261927,0.9774,0.9674,0.3278,0.3149251037939511,0.3409393024654317
12,40,monte_carlo,5000,20261927,0.9744,0.955,0.2662,0.2541320976079444,0.27862689300438837
12,41,monte_carlo,5000,20261927,0.9516,0.9268,0.1602,0.15029449055053004,0.17062725885096983
12,42,monte_carlo,5000,20261927,0.9296,0.8884,0.1034,0.09526245757537605,0.11214650596975298
12,43,monte_carlo,5000,20261927,0.8812,0.8206,0.0564,0.05033948350222228,0.06314164667583931
12,44,monte_carlo,5000,20261927,0.8326,0.744,0.0296,0.0252513016267787,0.034670978886657225
12,45,monte_carlo,5000,20261927,0.7622,0.6674,0.016,0.012875123748789068,0.01986803902438905
12,46,monte_carlo,5000,20261927,0.6752,0.5516,0.0062,0.004371360588064539,0.008786849695810154
12,47,monte_carlo,5000,20261927,0.5726,0.4406,0.0028,0.0016686615436143238,0.0046947693051959186
12,48,monte_carlo,5000,20261927,0.4572,0.3084,0.0008,0.0003111419445903861,0.0020553598247701793
12,49,monte_carlo,5000,20261927,0.3438,0.2182,0.0002,0.000035304875272480036,0.0011321181702531819
12,50,monte_carlo,5000,20261927,0.2866,0.1046,0.0002,0.000035304875272480036,0.0011321181702531819
