hand_size,total,method,ability_probability,can_play_2_cards_probability,can_play_3_cards_probability,can_play_4_cards_probability,can_play_5_cards_probability,highest_available_tier_0_probability,highest_available_tier_2_probability,highest_available_tier_3_probability,highest_available_tier_4_probability,highest_available_tier_5_probability,probability_can_play_at_least_4_cards,five_card_option_given_ability,four_or_five_card_option_given_ability,mean_minimum_cards_given_ability,mean_maximum_cards_given_ability,both_two_and_five_available_probability
6,2,exact,0.06079970449718349,0.06079970449718349,0,0,0,0.9392002955028165,0.06079970449718349,0,0,0,0,0,0,2,2,0
6,3,exact,0.14384493568294748,0.1411963148598228,0.003453689167974882,0,0,0.8561550643170526,0.1403912465149726,0.003453689167974882,0,0,0,0,0,2.0184130279634074,2.0240098071689308,0
6,4,exact,0.20990248800011002,0.19759609244679868,0.018142969135280955,0.000055406778095853724,0,0.79009751199989,0.19171305183284443,0.018134029389169744,0.000055406778095853724,0,0.000055406778095853724,0,0.00026396437042625564,2.0588116361485165,2.086920565445379,0
6,5,exact,0.29227586288197765,0.27153447303635037,0.0359829692924633,0.000805068344850215,0,0.7077241371180223,0.2556720233101424,0.03579877122698506,0.000805068344850215,0,0.000805068344850215,0,0.0027544811155866995,2.0726833452542928,2.1279917799157824,0
6,6,exact,0.3578801405996114,0.32360977124073853,0.0640402151040449,0.0025782817218540444,0.000008939746111210441,0.6421198594003886,0.29213037096999195,0.06316362879030499,0.002577201093203239,0.000008939746111210441,0.0025861408393144493,0.000024979721132981328,0.007226276470612456,2.0994582694543302,2.1909713405737925,0.0000015718234920809567
6,7,exact,0.4383903152095535,0.3912156679365691,0.09485424284279997,0.005992773541495158,0.00006189055000068767,0.5616096847904465,0.3399695066242536,0.09237793316999468,0.005980984865304551,0.00006189055000068767,0.006042875415305239,0.00014117681858711586,0.013784235658620112,2.1135901959646293,2.238430391649145,0.000011002764444566698
6,8,exact,0.5053174788737099,0.43904193428598937,0.13432430255244487,0.011352986366395985,0.00019785328206569044,0.49468252112629013,0.3646113764654798,0.1292011403579435,0.011307108768220872,0.00019785328206569044,0.011504962050286562,0.00039154252591198886,0.022767789619962675,2.1392056158162958,2.3016102234980726,0.00004823533341323436
6,9,exact,0.5774150576760982,0.5004410929674652,0.1755618777789348,0.018950493454337546,0.0005097620062755053,0.42258494232390176,0.39217359611602415,0.16591284631692285,0.018818853236875766,0.0005097620062755053,0.01932861524315127,0.0008828346256280988,0.03347438724743767,2.1430893052981306,2.355168844461519,0.0001351768203189623
6,10,exact,0.6420841004159438,0.5440937749895376,0.22483991960122837,0.02944742545135894,0.0010227658985034276,0.35791589958405623,0.40352284940162647,0.20840778209810928,0.029130703017704627,0.0010227658985034276,0.030153468916208053,0.0015928846358925213,0.04696186822983867,2.1643871938256485,2.42009681543943,0.0002766409346062484
6,11,exact,0.7712622528553156,0.7220697771743722,0.27549055628798164,0.042854686882936484,0.001914088057481585,0.2287377471446844,0.4775034727475278,0.24967532020991703,0.042169371840389186,0.001914088057481585,0.04408345989787077,0.002481760322633937,0.057157548855357475,2.066243283076965,2.440519844975321,0.0011466452374730579
6,12,exact,0.782078068543293,0.6782357460169011,0.3535072294056739,0.05991378548145936,0.0032125125009087106,0.21792193145670707,0.4099111330293165,0.31031646701233684,0.0586379560007309,0.0032125125009087106,0.06185046850163961,0.004107662176094992,0.07908477553506002,2.1371570521001444,2.559061728109719,0.0014865520676355648
6,13,exact,0.7944039154123188,0.6427467222568242,0.4172820028174936,0.08176321265003546,0.005130333639183988,0.20559608458768122,0.35523662820283597,0.3545568145425109,0.07948013902778787,0.005130333639183988,0.08461047266697186,0.0064580920859651034,0.10650812643975521,2.200309678766093,2.6657924051659787,0.0018264588977980718
6,14,exact,0.8036914274711521,0.5932089366024642,0.4731597385271621,0.11154985725877913,0.00775380528643536,0.19630857252884787,0.2999734754785711,0.3885870878629684,0.1073770588431772,0.00775380528643536,0.11513086412961257,0.009647739196165156,0.14325257206223604,2.2804891196462433,2.7796557235657717,0.002025294569546313
6,15,exact,0.8093122682788336,0.5537726710978991,0.5157093934136666,0.14362861347484984,0.011599860893620952,0.19068773172116638,0.2546845252012425,0.4059199784660182,0.13710790371795198,0.011599860893620952,0.14870776461157292,0.014332985360879805,0.18374584253841855,2.342728994197762,2.8833862979777134,0.002413534972090309
6,16,exact,0.8174943954668611,0.4984053850672839,0.5510467362067577,0.17991602532993559,0.01675681729320206,0.18250560453313894,0.212770771156253,0.41789304920004006,0.1700737578173659,0.01675681729320206,0.18683057511056794,0.02049777635922806,0.22854049660349204,2.4343824085307815,2.9887664321573255,0.0025619740531237045
6,17,exact,0.82046818727491,0.4549464302906105,0.5766806231494235,0.2174516615156701,0.023684432856612366,0.17953181272509003,0.17706454103736421,0.41620255303430703,0.20351666034662638,0.023684432856612366,0.22720109320323875,0.02886697281375097,0.2769163956958049,2.5058797793375023,3.08997421980208,0.0029778196057473724
